"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0120031","GO:0120031","plasma membrane bounded cell projection assembly",361,0.434738755761915,1.34305083275278,0.000535796781333576,0.00946553154245005,0.00700909290788769,2781,"tags=44%, list=33%, signal=31%","Nme7/Eps8l1/Nudcd3/Tenm2/Ift172/Ablim2/Dcx/Mak/Tbc1d32/Rap1gap/Pcnt/Alms1/Lrguk/Cyfip1/Togaram1/Auts2/Dync2h1/Fbf1/Mark4/Cplane1/Syne2/Abcc4/Cep290/Rfx3/Limk2/Cep162/Cfap44/Rpgrip1l/Itgb1/Ccdc88a/Ulk4/Tgfbr1/Hydin/Pibf1/Rpgr/Spag1/Myh10/Arhgef7/Mphosph9/Stx2/Vav2/Inpp5k/Dnal1/Cc2d2a/Celsr2/Usp9x/Rab23/Ccdc40/Ttbk2/Cep164/Fnbp1l/Wdr19/Pcm1/C2cd3/Bbs1/Nrp1/Csnk1d/Cfap70/Arhgap35/Wdr35/Tnik/Fgd4/Kcnq1/Cfap65/Cep350/Nck1/Clcn4/Abl2/Gfy/Kctd17/Cep126/Ift122/Abi2/Tmem67/Arid1b/Ptpdc1/Ift80/Dctn1/Ofd1/Tmem231/Rock1/Ehd3/Cfap61/Ccp110/Cep131/Celsr3/Ccdc181/Sclt1/Cyld/Drc7/Ift140/Hap1/Gsk3b/Actr2/Mtor/Ift88/Ahi1/Shtn1/Iqcb1/Exoc5/Ndel1/Nek1/Kif3b/Apc/Nckap1/Srgap2/Ppp1r9b/Tctn2/Wdr11/Cfap54/Mns1/Rapgef6/Cep41/Ndufaf2/Cep97/Kif27/Cfap69/Bbs7/Actr3/Dmtn/Iqcg/Drc1/Spef2/Lima1/Cntrob/Gpm6a/Ehd4/Cfap206/Armc9/Htt/Odf2/Mapre1/Cd2ap/Rab11fip3/Arl13b/Snap29/Cfap46/Rpgrip1/Ocrl/Dnm2/Bbs2/Cfap100/Cfap57/Cln3/Carmil1/Bbs9/Cdkl5/Cdc14a/Sh2b1/Vcl/Tctn3/Tapt1/Cdc42ep3/Elmod1/Arhgap44/Fgd2/Rcc2/Bbof1"
"GO:0051591","GO:0051591","response to cAMP",36,0.638497803027215,1.68850820145448,0.000543784207414623,0.00955903217374386,0.00707832880961655,1247,"tags=33%, list=15%, signal=29%","Fosb/Itpr1/Rapgef1/Akap7/Ahr/Braf/Pkd2/Akap6/Akap9/Inpp5k/Kcnq1/Crtc3"
"GO:0060976","GO:0060976","coronary vasculature development",23,0.714710643970233,1.76831106219992,0.000549659719495419,0.00962137415777786,0.00712449217151511,1291,"tags=52%, list=15%, signal=44%","Ap2b1/Dync2h1/Cplane1/Arid2/Robo1/Tgfbr1/Smarca4/Myh10/Megf8/Nrp1/Pbrm1/Setd2"
"GO:0048679","GO:0048679","regulation of axon regeneration",21,0.711629163188229,1.74496863432983,0.000566932302034544,0.00967767495745744,0.00716618212141098,334,"tags=33%, list=4%, signal=32%","Ptprs/Igf1r/Rtn4rl1/Pum2/Braf/D130043K22Rik/Ptn"
"GO:0007204","GO:0007204","positive regulation of cytosolic calcium ion concentration",31,0.664190997510443,1.7237886593263,0.000560786970525227,0.00967767495745744,0.00716618212141098,1293,"tags=52%, list=15%, signal=44%","Itpr1/Pkd2/Cacna2d1/Lrp6/Oga/Pkd1/P2rx4/Cacna1a/Tmbim6/Jak2/Ric3/Sppl3/Selenot/Cacna1d/Abl2/Hmgb1"
"GO:1903307","GO:1903307","positive regulation of regulated secretory pathway",26,0.668550386340177,1.68090276683731,0.000561205211771155,0.00967767495745744,0.00716618212141098,1634,"tags=50%, list=19%, signal=41%","Ppp3ca/Cacna1b/Dnm1l/Cacna1h/Cdk5r2/Syt7/Ap1g1/Cadps/Cacna1d/Kcnb1/Slc4a8/Syt1/Stxbp1"
"GO:0051924","GO:0051924","regulation of calcium ion transport",86,0.537604408310292,1.5604971468639,0.000556361595554885,0.00967767495745744,0.00716618212141098,1773,"tags=40%, list=21%, signal=32%","Itpr1/Ppp3ca/Cacna1b/Atp2c2/Ahr/Ubr3/Pkd2/Cacna2d1/Oga/Spg7/Akap6/Epb41/P2rx4/Stim2/Camk2d/Nfatc3/Jph3/Cacnb2/Inpp5k/Tmbim6/Bin1/Diaph1/Ank2/Trpc1/Cbarp/Fbxo11/Cacna1d/Gnao1/Chd7/Prnp/Atp1b1/Afg3l2/Tmem38a/Camk2a"
"GO:0022409","GO:0022409","positive regulation of cell-cell adhesion",97,0.525849422594213,1.5449532419013,0.00056598805669555,0.00967767495745744,0.00716618212141098,1921,"tags=41%, list=23%, signal=32%","Ppp3ca/Il6st/Rap1gap/Magi1/Slc7a1/Arid2/Ank3/Gcnt2/Dennd6a/Kifap3/Smarca2/Smarca4/Arid1a/Itpkb/Nfat5/Jak2/Foxo3/Smarcc2/Pbrm1/Brd7/St3gal4/Brd2/Zmiz1/Socs5/Fbxo38/Nck1/Abl2/Hmgb1/Brd4/Zbtb7b/Ap3d1/Dock8/Flot2/Tjp1/Ep300/Cyld/L1cam/Smarcd1/Ufl1/Irak1"
"GO:0097435","GO:0097435","supramolecular fiber organization",359,0.436117963366044,1.34745301747339,0.000563272886661975,0.00967767495745744,0.00716618212141098,2191,"tags=37%, list=26%, signal=29%","Nme7/Dst/Map4/Ift172/Akap13/Dync1h1/Diaph2/Nin/Map1a/Pcnt/Nf2/Alms1/Taok1/Pik3ca/Cyfip1/Togaram1/Braf/Numa1/Sptbn4/Map1b/Mark4/Actn4/Mical2/Hip1/Krt90/Sptbn1/Myo5b/Nav3/Sptan1/Limk2/Prkci/Clip1/Arhgef1/Shroom3/Clasp2/Slk/Itgb1/Sorbs1/Ccdc88a/Tgfbr1/Rap1gds1/Mical3/Camsap1/Baiap2l1/Hook3/Tsc1/Rictor/Mtm1/Myh9/Myh10/Iqgap1/Fat1/Arhgef7/Arhgap17/Myo6/Akap9/Tmod3/Inpp5k/Ctnna2/Bin1/Ttbk2/Fmn2/Eml2/Pcm1/Add2/Nrp1/Csnk1d/Diaph1/Tardbp/Arhgap35/App/Pak1/Dstn/Arhgef2/Lats1/Nck1/Mecp2/Kpnb1/Elmo2/Abl2/Stmn4/Nup153/Rock2/Limch1/Cep126/Atxn7/Abi2/Golga2/Rufy3/Togaram2/Hdac6/Ckap5/Ssh1/Inpp5j/Tubgcp3/Jmy/Dctn1/Cyfip2/Actn1/Ssh2/Add1/Enah/Slain2/Rasa1/Fchsd2/Psen1/Arfgef1/Tjp1/Ep300/Washc2/Washc4/Clasp1/Rflnb/Myo5a/Actr2/Mtor/Ift88/Tln1/Tppp/Shtn1/Rhob/Mfn2/Ndel1/Apc/Nckap1/Ppp1r9b/Gda/Dnajb6/Hsp90b1/Pafah1b1/Tbcd/Hdgfl3/Specc1l/Smn1"
"GO:0055123","GO:0055123","digestive system development",37,0.640884780171106,1.6993254698693,0.000583792607996985,0.00986545834240763,0.00730523307547212,2232,"tags=62%, list=26%, signal=46%","Ift172/Il6st/Igf1r/Nipbl/Rb1/Srp54a/Pkd1/Vps52/Stx2/Megf8/Yipf6/Ccdc40/Dicer1/Wdr19/Insr/Kcnq1/Nfe2l2/Pdgfa/Nckap1/Crkl/Hif1a/Hip1r/Smad2"
"GO:0001667","GO:0001667","ameboidal-type cell migration",113,0.518154450387383,1.52976920681196,0.000581139986633041,0.00986545834240763,0.00730523307547212,2307,"tags=45%, list=27%, signal=33%","Akap12/Sema7a/Sgpl1/Sema6a/Braf/Actn4/Syne2/Cdh2/Bmpr2/Sema4g/Lrp6/Clasp2/Ptprg/Macf1/Itgb1/Adipor1/Tgfbr1/Ythdf3/Iqgap1/Adam9/Megf8/Ago2/Nrp1/Pak1/Ankrd11/Map4k4/Hdac6/Tsc2/Irs2/Appl1/Rock1/Phactr4/Arhgap5/Acvr1b/Clasp1/Pkn2/Capn7/Mtor/Apc/Nckap1/Srgap2/Pkn1/Pafah1b1/Calr/Hif1a/Jun/Pak3/Smad2/Sema4c/Actr3/Dmtn"
"GO:0042063","GO:0042063","gliogenesis",160,0.492857649144746,1.48554702997295,0.000585097384141822,0.00986545834240763,0.00730523307547212,2297,"tags=44%, list=27%, signal=33%","Ptprz1/Negr1/Ptprj/Dcx/Slc7a5/Il6st/Casz1/Nf2/Lingo1/Rb1/Cdk5r2/Ptn/Abcc1/Syne2/Tenm4/Cdh2/Lrp6/Prkci/Adam22/Socs7/Ulk4/Abca2/Smarca4/P2rx4/Synj1/Nfe2l1/Serpine2/Sun1/Arhgef7/Dtx1/Bin1/Ski/Pi4ka/Ncstn/Dicer1/Sos1/App/Enpp1/Tnfrsf21/Zmiz1/Sod1/Pard3/Arsg/Mecp2/Abl2/Ckap5/Dner/Raf1/Ttbk1/Vps13a/Exoc4/Nf1/Dag1/Psen1/Kdm4a/Lrp8/Ufl1/Mtor/Tppp/Mfn2/Srgap2/Crkl/Atxn1/Pafah1b1/Matn2/Nrg1/Actr3/Med12/Vps54/Eif2b4"
"GO:0055080","GO:0055080","monoatomic cation homeostasis",265,0.451871983076582,1.38948726772061,0.000599907739098823,0.0100740604480375,0.00745969999923483,2432,"tags=42%, list=29%, signal=31%","Slc12a7/Itpr1/Ppt1/Plcb4/Cngb1/Atp6v0a1/Atp1a1/Dmxl2/Slc12a2/Atp2c2/Tmprss6/Grina/Osbpl2/Mllt6/Tmem94/Pkd2/Slc4a4/Pacs2/Ank3/Aplp2/Letm1/Atp2c1/Wnk1/Akap6/Slc24a2/Rap1gds1/Stim2/Sv2a/Tspoap1/Slc30a5/Camk2d/Slc39a10/Clcc1/Drd2/Clstn1/Slc39a9/Slc25a23/Tm9sf4/Cacna1a/Jph3/Cacnb2/Atp6ap1/Tmbim6/Erc1/Tmco1/Cdh23/Slc9a9/Diaph1/Ank2/Tmem106b/Dmxl1/App/Kcnma1/Trpc1/Btbd9/Ank/Clic4/Kcnq1/Enpp1/Pdzd8/Ibtk/Sod1/Cacna1d/Kctd17/Chd7/Eif2ak1/Vps33a/Slc4a8/Hfe/Prnp/Abcb7/Slc24a4/Bmpr1a/Atp1b1/Afg3l2/Tmem38a/Psen1/Slc12a6/Trmt10a/Atp6v0a2/Myo5a/Hap1/Trpm7/Atp2a2/Slc4a7/Nubp1/Atp13a2/Mfn2/Tmem9/Lamp2/Slc9a1/Psen2/Slc9a8/Klhl3/Ghitm/Tmem64/Calm2/Hif1a/Thada/Ywhae/Vps54/Ube3a/Ext2/Dmtn/Ireb2/Mapk1/Smad1/Spns1/Cherp/Htt/Micu1"
"GO:0097553","GO:0097553","calcium ion transmembrane import into cytosol",55,0.592149727873877,1.64328526645363,0.000602389059346834,0.0100747741059181,0.00746022845285276,1446,"tags=44%, list=17%, signal=36%","Itpr1/Ppp3ca/Plcb4/Cacna1b/Pkd2/Cacna2d1/Letm1/Oga/Akap6/Slc24a2/P2rx4/Camk2d/Drd2/Cacna1a/Jph3/Tmbim6/Diaph1/Ank2/Trpc1/Ibtk/Cacna1d/Chd7/Prnp/Slc24a4"
"GO:0030097","GO:0030097","hemopoiesis",441,0.420508659172825,1.30378741447684,0.000609066459329393,0.0101453771914908,0.00751250904419022,1908,"tags=32%, list=22%, signal=26%","Pbxip1/Ptprz1/Ptprj/Tjp2/Gas6/Ppp3ca/Sgpl1/Ap2a2/Ahr/Tob2/Braf/Pou2f2/Rb1/Srp54a/Kat6a/Kmt2a/Atxn1l/Ptn/Atf7/Arid2/Foxp1/Zfp608/Ncapg2/Prkx/Gpatch8/Sh3pxd2a/Prkdc/Sp1/Clptm1/Twsg1/Smarca2/Kmt2e/Dclre1c/Smarca4/Rbpj/Kirrel3/Tnrc6c/Tsc1/Nfatc1/Nfe2l1/Myh9/Arid1a/Arhgef7/Itpkb/Nfatc3/Ahctf1/Jag2/Tmod3/Kcnab2/Atp6ap1/Ptbp3/Dtx1/Jak2/Lbr/Bcl11a/Abi1/Dock7/Foxo3/Psap/Arih2/Exoc6/Casp3/Dicer1/Rc3h1/Add2/Smarcc2/Irf2bp2/Cbfa2t3/Chuk/Fnip1/Sos1/Hmgb2/App/Pbrm1/Brd7/Pink1/Paf1/Kcnq1/P4htm/Enpp1/Pygo1/Zswim9/Chd2/Hectd1/Brd2/Wwp1/Fam3c/Zmiz1/Socs5/Rc3h2/Ncor1/Abl2/Hmgb1/Dhx36/Ppp4r2/Chd7/Brd4/Eif2ak1/Vps33a/Hdac6/Prrc2c/Zbtb7b/Hdac9/Ssbp3/Atf2/Sp3/Nfe2l2/Ston2/Sin3a/Ift80/Phf14/Eml1/Ap3d1/Asxl2/Vps13a/Actn1/Lipa/Add1/Fam210b/Nf1/Gpr137b/Etv6/Egr1/Rabgap1l/Kat6b/Psen1/Ncoa6/Gabpa/Ep300/Cyld/Acvr1b/Tcea1/Senp1/Smarcd1/N4bp2l2/Dcaf1/Yy1/Zeb1/Ufl1/Gsk3b/Mtor"
"GO:0032535","GO:0032535","regulation of cellular component size",204,0.470269183199172,1.43087064127244,0.000618225182155339,0.0102565792268422,0.00759485258652892,2036,"tags=38%, list=24%, signal=30%","Sema7a/Cdh4/Slc12a7/Arhgap32/Ptprs/Dcx/Dip2b/Slc12a2/Pik3ca/Cyfip1/Pum2/Ahr/Sptbn4/D130043K22Rik/Map1b/Ctnnd2/Plxna4/Sptbn1/Bmpr2/Myo5b/Sptan1/Golga4/Dscam/Wnk1/Clasp2/Macf1/Ttc3/Dnajc16/Rb1cc1/Baiap2l1/Tsc1/Rictor/Kdm6a/Megf8/Pclo/Tmod3/Bin1/Anapc2/Bcl11a/Efna5/Add2/Nrp1/Arhgap35/Hp1bp3/Kcnma1/Pak1/Dstn/Clcn3/Lats1/Nck1/Chmp3/Adnp/Plxna3/Rufy3/Hdac6/Ssh1/Sin3a/Cyfip2/Tsc2/Ssh2/Add1/Rasa1/Fchsd2/Zfyve27/Arfgef1/Arhgap5/Ep300/Slc12a6/L1cam/Bloc1s1/Gsk3b/Mtor/Shtn1/Atp13a2/Gdi1/Mfn2/Ndel1/Nckap1"
"GO:0021549","GO:0021549","cerebellum development",72,0.56110053425882,1.60327027088276,0.000631448629692872,0.0103924872082122,0.00769549053423144,1880,"tags=49%, list=22%, signal=38%","Ptprs/Igf1r/Pcnt/Herc1/Cdk5r2/Cplane1/Atrn/mt-Co1/Lrp6/Faim2/mt-Nd4/Ptbp2/Rpgrip1l/Serpine2/Myh10/Samd4b/Cacna1a/Nr2c2/Agtpbp1/Usp9x/Ttbk2/Ncstn/Psap/Ncoa1/Rere/Sdf4/Mecp2/Abl2/Fktn/Gnpat/Gas1/Ogdh/Psen1/L1cam/Hap1"
"GO:0003007","GO:0003007","heart morphogenesis",101,0.527595786954543,1.55234314752172,0.000630829161404174,0.0103924872082122,0.00769549053423144,2232,"tags=51%, list=26%, signal=38%","Dnah11/Ift172/Robo2/Tead1/Nipbl/Ahr/Pkd2/Kat6a/Arid2/Mical2/Bmpr2/Lrp6/Heg1/Robo1/Tgfbr1/Smarca4/Ptch1/Rbpj/Ube4b/Nfatc1/Kdm6a/Megf8/Pds5a/Ccdc40/Dicer1/C2cd3/Nrp1/Sos1/Insr/Pbrm1/Ankrd11/Nsd2/Zmiz1/Mib1/Chd7/Atf2/Adam15/Bmpr1a/Asxl2/Mdm4/Dag1/Psen1/Nedd4/Mtor/Ift88/Crkl/Kdm2a/Gaa/Hif1a/Nrg1/Jun/Smad2"
"GO:0060972","GO:0060972","left/right pattern formation",61,0.583989468796077,1.64258883092911,0.000644477299988079,0.0105430527242406,0.00780698218008719,1359,"tags=34%, list=16%, signal=29%","Nme7/Dnah11/Ift172/Ap1b1/Tbc1d32/Dync2h1/Pkd2/Mical2/Cep290/Lrp6/Rfx3/Cnot3/Rpgrip1l/Rbpj/Megf8/Cc2d2a/Ccdc40/C2cd3/Mib1/Ift122/Tmem67"
"GO:0051668","GO:0051668","localization within membrane",456,0.41801647319249,1.29762037582978,0.000645701365101155,0.0105430527242406,0.00780698218008719,1651,"tags=27%, list=19%, signal=23%","Nme7/Nmt1/Tcaf1/Ap2b1/Rhbdf2/Negr1/Gas6/Pikfyve/Vps13b/Nbea/Vps39/Pex3/Nrxn2/Nomo1/Atp2c2/Stxbp5/Pik3ca/Grik5/Ptpn9/Atp9a/Zdhhc21/Braf/Nptxr/Sptbn4/Srp54a/Ptn/Pacs2/Ank3/Sptbn1/Kif13a/Cdh2/Myo5b/Rab11fip4/Zdhhc24/Lrp6/Atp2c1/Oga/Prkci/Clip1/Golga4/Efr3b/Npc1/Wnk1/Clasp2/Scn3b/Jup/Dennd1b/Errfi1/Zdhhc18/Map7/Adam22/Macf1/Itgb1/Sorbs1/Ccdc88a/Reep1/Ptch1/Camk2d/Epb41l3/Zdhhc5/Vps52/Clstn1/Kalrn/Tm9sf4/Cacna1a/Nrxn1/Cacnb2/Inpp5k/Atp6ap1/Tmco1/Numb/Sec63/Mmgt1/Psap/Exoc6/Tm9sf2/Wdr19/Bbs1/Stom/Trarg1/Sorl1/Nacad/Ank2/Timm29/Cltc/Bag6/Zdhhc14/Pak1/Tnik/Romo1/Sec62/Emc1/Ssr3/Hectd1/Grip1/Sgtb/Pard3/C2cd5/Epb41l1/Kcnb1/Rock2/Emc3/Ift122/Tm9sf3/Exoc6b/Exoc2/Ssh1/Rab8b/Prnp/Sytl2/Tub/Ift80/Syt1/Ap3d1/Tsc2/Exoc4/Appl1/Zdhhc23/Rock1/Ikbkb/Gphn/Stxbp1/Ehd3/Atp1b1/Flot2"
"GO:0048593","GO:0048593","camera-type eye morphogenesis",55,0.589481812395372,1.6358814866466,0.000661157486471682,0.0107529195929705,0.00796238564312768,2225,"tags=58%, list=26%, signal=43%","Ift172/Prom1/Casz1/Alms1/Pou2f1/Ptn/Sdk1/Lrp6/Dscam/Atp8a2/Sp1/Rpgrip1l/Rpgr/Hipk1/Arid1a/Fat1/Ski/Hipk2/Ift122/Abi2/Sp3/Frs2/Nf1/Phactr4/Yy1/Zeb1/Ahi1/Slc4a7/Mfn2/Hif1a/Tdrd7/Kdm2b"
"GO:0016441","GO:0016441","post-transcriptional gene silencing",54,0.583522624075932,1.61709776456868,0.000669521632591121,0.0108462504479762,0.00803149582790423,1842,"tags=43%, list=22%, signal=34%","Tnrc6a/Ago3/6720427I07Rik/Cnot1/Pum2/Celf1/Tnrc6c/Tnrc6b/Zswim8/Ago2/Xpo5/Helz/Dicer1/Eif4g1/Ncbp3/Ddx6/Ago1/Ago4/Mecp2/C78859/Eif4enif1/Ncbp1/Cnot6"
"GO:0043009","GO:0043009","chordate embryonic development",388,0.428787459961555,1.32745917070268,0.000691495045822583,0.0111584610714574,0.00826268340115307,2471,"tags=41%, list=29%, signal=31%","Nmt1/Ift172/Plxnb2/Gse1/Tbc1d32/Sec24d/Ppp2r3a/Ints1/Pcnt/Cnot1/Nipbl/Prrc2b/Ubr3/Pkd2/Atf7/Kidins220/Ncapg2/Bmpr2/Mmp16/Lrp6/Tanc2/Sh3pxd2a/Cnot3/Prkdc/Fzd3/Shroom3/Ece1/mt-Nd4/Sp1/Heg1/Rpgrip1l/Itgb1/Tgfbr1/Pkd1/Smarca4/Ptch1/Rbpj/Etl4/Brpf1/Tsc1/Myh9/Myh10/Arid1a/Mbtd1/Kdm6a/Megf8/Pds5a/Jag2/Bptf/Inpp5k/Cc2d2a/Epn1/Ski/Gatad2a/Usp9x/Rab23/Ttbk2/Abi1/Ythdc1/Tbl1xr1/Casp3/Dicer1/Wdr19/C2cd3/Sec24c/Bcl2l11/Arhgap35/Pbrm1/Ncoa1/Atp11a/Ankrd11/Rtf1/Hectd1/Brd2/Arnt/Zmiz1/Mbnl1/Lats1/Mib1/Ncor1/Abl2/Setd2/Senp2/Rock2/Mapk8ip3/Nasp/Ctcf/Ift122/Chd7/Brd4/Kdm4c/Tshz3/Cir1/Ssbp3/Atf2/Sp3/Skil/Sin3a/Nsrp1/Bmpr1a/Tsc2/Supt6/Asxl2/Tmem231/Gas1/Add1/Slc39a3/Dscaml1/Enah/Nf1/Phactr4/Psen1/Tjp1/Ncoa6/Gabpa/Ep300/Acvr1b/Erf/Sap130/Ift140/N4bp2l2/Zeb1/Furin/Mfn2/Mthfr/Ctr9/Ndel1/Nup50/Nckap1/Kdm2a/Cr1l/Psen2/Dnajb6/Map3k7/Hif1a/Specc1l/Smpd4/Kdm2b/Smad2/Cdk11b/Sema4c/Iws1/Cmip/Med12/Vps54/Bcor/Bcl2l1/Mapk1/Vezt/Birc6/Msh2/Pofut1/Icmt/Wdtc1/Htt/Ctdspl2/Adam10/Chd8/Zbtb18/Opa1/Arl13b"
"GO:0060041","GO:0060041","retina development in camera-type eye",74,0.554098461253762,1.58565823519659,0.000700403424961857,0.0112186077384905,0.00830722116170504,1459,"tags=38%, list=17%, signal=32%","Dcx/Tbc1d32/Prom1/Casz1/Alms1/Ptn/Scaper/Sdk1/Cep290/Bmpr2/Rab11fip4/Lrp6/Dscam/Atp8a2/Rpgrip1l/Rpgr/Hipk1/Myh10/Agtpbp1/Ski/Hipk2/Bbs1/Nrp1/Clic4/Arsg/Chd7/Lpcat1/Tub"
"GO:0032101","GO:0032101","regulation of response to external stimulus",395,0.426859991192566,1.32107474195923,0.000700653787589093,0.0112186077384905,0.00830722116170504,2218,"tags=33%, list=26%, signal=26%","Sema7a/Ptprj/Ppt1/Gas6/Ptprs/Robo2/Tubb2b/Igf1r/Trim56/Parp14/Slc12a2/Dnm1l/Syt11/Rtn4rl1/Tmprss6/Pum2/Ahr/Braf/Ankrd17/Armh4/Trim3/Rb1/D130043K22Rik/Mycbp2/Ptn/Mark4/Abcc1/Plxna4/Ddx3x/Foxp1/Akna/Bmpr2/Arel1/Susd4/Aph1b/Prkdc/Dscam/Wnk1/Clasp2/Ash1l/Fem1a/Zdhhc18/Abr/Robo1/P2rx4/Pcbp2/Ythdf3/Zdhhc5/Celf1/Rictor/Drd2/Nfe2l1/Serpine2/Xiap/Ranbp2/Ap1g1/Megf8/Nrxn1/Nploc4/Ctnna2/Unc13b/Otulin/Ilrun/Jak2/Zc3hav1/Casp3/Dicer1/Nrp1/Chuk/Ipo5/Clock/Hmgb2/App/Bace1/St3gal4/Otud4/Arnt/Socs5/Lats1/Sod1/Hexim1/Mapkbp1/Stk24/Lrsam1/Hmgb1/Nek7/Trim44/Brd4/Elmod2/Plxna3/Usp38/Hdac6/Nfe2l2/Sin3a/Selenos/Ttbk1/Appl1/Nagk/Ifnlr1/Pdgfa/Mcph1/Ppm1b/Cyld/Tomm70a/Washc4/Tut4/Clasp1/Lrp8/Ufl1/Rab11fip2/Mtor/Irak1/Traf3/Gdi1/Spata2/Smpdl3a/Lamp2/Ndel1/Drosha/Ppl/Hsp90b1/Itch/Lgmn/Calr/Ppp2r3c/Map3k7/Xrcc6/Nrg1/Samhd1/Ywhae/Ercc6"
"GO:0035194","GO:0035194","regulatory ncRNA-mediated post-transcriptional gene silencing",49,0.592077071024084,1.62653743827259,0.000705613517042462,0.0112543993780016,0.00833372436710179,1842,"tags=45%, list=22%, signal=35%","Tnrc6a/Ago3/6720427I07Rik/Cnot1/Pum2/Tnrc6c/Tnrc6b/Zswim8/Ago2/Xpo5/Helz/Dicer1/Eif4g1/Ncbp3/Ddx6/Ago1/Ago4/Mecp2/C78859/Eif4enif1/Ncbp1/Cnot6"
"GO:0051216","GO:0051216","cartilage development",64,0.57255847758583,1.6139322522943,0.000729385185319711,0.0115888084636759,0.00858134958922705,2597,"tags=56%, list=31%, signal=39%","Pbxip1/Por/Rb1/Glg1/Trps1/Bmpr2/Lrp6/Mia3/Errfi1/Twsg1/Tgfbr1/Pkd1/Mef2d/Dicer1/Bbs1/Enpp1/Eif2ak3/Atf2/Ift80/Bmpr1a/Lnpk/Galnt3/Ep300/Rflnb/Zeb1/Mex3c/Hif1a/Zmpste24/Ext2/Col27a1/Smad1/Zbtb7a/Ctdspl2/Snx19/Mapk14/Bbs2"
"GO:0048661","GO:0048661","positive regulation of smooth muscle cell proliferation",44,0.615670559039052,1.6731765975049,0.000739998528857385,0.0117123905084669,0.00867286035434387,2319,"tags=59%, list=27%, signal=43%","Igf1r/Pik3ca/Abcc4/Foxp1/Foxj2/Camk2d/Rbpj/Mef2d/Jak2/Pak1/Dnmt1/Bmpr1a/Frs2/Nf1/Egr1/Ppargc1a/Gsk3b/Mtor/Irak1/Rps6kb1/Mfn2/Map3k7/Hif1a/Jun/Mnat1/Map3k5"
"GO:0008217","GO:0008217","regulation of blood pressure",53,0.585763819517934,1.62337757937424,0.000748510609793685,0.0118018982025103,0.00873913954222759,1267,"tags=30%, list=15%, signal=26%","Gas6/Atp1a1/Cacna1b/Arhgef12/Ahr/Rps6ka2/Bmpr2/Lnpep/Wnk1/Ece1/Agtrap/P2rx4/Drd2/Kcnq1/Sod1/Mecp2"
"GO:0051493","GO:0051493","regulation of cytoskeleton organization",284,0.447432280279823,1.37667976306148,0.000755606271819847,0.0118684772201057,0.00878844036785462,2493,"tags=43%, list=29%, signal=32%","Nme7/Dst/Akap13/Bcas3/Bicd2/Dync1h1/Map1a/Nf2/Alms1/Taok1/Pik3ca/Cyfip1/Togaram1/Braf/Numa1/Sptbn4/Mycbp2/Cdk5r2/Map1b/Sptbn1/Nav3/Sptan1/Clip1/Clasp2/Arap2/Ccdc88a/Tgfbr1/Camsap1/Pkd1/Baiap2l1/Trim37/Tsc1/Rictor/Myh9/Arhgef7/Arhgap17/Akap9/Kat2b/Tmod3/Inpp5k/Ctnna2/Bin1/Plxnb1/Ttbk2/Efna5/Eml2/Add2/Nrp1/Diaph1/Trim36/Cltc/Arhgap35/Pak1/Dstn/Map6/Arhgef2/Lats1/Nck1/Chmp3/Mecp2/Taok2/Stmn4/Rock2/Limch1/Atxn7/Abi2/Tmem67/Plxna3/Togaram2/Hdac6/Ckap5/Ssh1/Inpp5j/Dctn1/Cyfip2/Smim22/Ssh2/Bicd1/Add1/Slain2/Prkaa2/Rock1/Rasa1/Fchsd2/Arfgef1/Tjp1/Ep300/Washc2/Cyld/Washc4/Clasp1/Map9/Vps4b/Gsk3b/Mtor/Tppp/Nubp1/Mfn2/Apc/Nckap1/Gda/Cep295/Arhgef19/Pafah1b1/Cep97/Tbcd/Hdgfl3/Specc1l/Hip1r/Pak3/Actr3/Dmtn/Lima1/Mapk1/Hnrnpu/Mapre2/Dyrk1a/Mapre1/Mapk8/Cd2ap/Camsap2/Flii/C9orf72"
"GO:1903829","GO:1903829","positive regulation of protein localization",272,0.442658127182629,1.36208176372583,0.000764765024259939,0.0119668345273402,0.00886127256977425,2082,"tags=32%, list=25%, signal=25%","Nmt1/Ap2b1/Itpr1/Gas6/Map1a/Hnrnpm/Pcnt/Nf2/Dnm1l/Syt11/Pik3ca/Ptpn9/Ifnar1/Numa1/Ptn/C2cd2l/Mark4/Cep290/Sptbn1/Myo5b/Epb41l2/Nadk/Abca7/Atp2c1/Oga/Limk2/Prkci/Epb41/Clasp2/Jup/Adam22/Itgb1/Sorbs1/Ccdc88a/Zdhhc5/Myh9/Myh10/Crebbp/Iqgap1/Myo18a/Adam9/Tm9sf4/Unc13b/Jak2/Ric3/Eif4g1/Pcm1/Sorl1/Tardbp/Ubr5/Ipo5/App/Trpc1/Ctnnd1/Pck2/Gnl3l/Grip1/Prpf4b/Cacna1d/Eif2ak3/Rock2/Rufy3/Ssh1/Prnp/Dctn1/Irs2/Rbm22/Bicd1/Prkaa2/Gpr137b/Psen1/Ncoa6/Ep300/Cep131/Pias1/Cyld/Tmem30a/Myo5a/Xpo4/Gsk3b/Rab11fip2/Atp13a2/Apc/Ppp1r9b/Crkl/Mepce/Stxbp5l"
