"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0007507","GO:0007507","heart development",280,0.495327684570645,1.52307021560324,1.0524341160369e-06,5.57385299147233e-05,4.12735970472769e-05,2419,"tags=48%, list=28%, signal=35%","Ap2b1/Ptprj/Dnah11/Ift172/Akap13/Ap1b1/Tbc1d32/Robo2/Tead1/Pcnt/Scn5a/Nipbl/Ahr/Tab2/Dync2h1/Tmem94/Pkd2/Rb1/Kat6a/Mef2a/Ncam1/Atf7/Cplane1/Plxna4/Arid2/Mical2/Tenm4/Foxp1/Rps6ka2/Cep290/Bmpr2/Lrp6/Prkdc/Wnk1/Akap6/Mgrn1/Ece1/Heg1/Rpgrip1l/Itgb1/Robo1/Tgfbr1/Pkd1/Smarca4/Rb1cc1/Ptch1/Camk2d/Rbpj/Ube4b/Tsc1/Nfatc1/Myh10/Arid1a/Kdm6a/Nfatc3/Megf8/Kat2b/Pds5a/Cc2d2a/Ccdc40/Kdm6b/Casp3/Dicer1/C2cd3/Nrp1/Ank2/Sos1/Insr/Pbrm1/Pak1/Ankrd11/Nsd2/Kcnq1/Enpp1/Hectd1/Cad/Zmiz1/Mib1/Hexim1/Setd2/Senp2/Dhx36/Ctcf/Ift122/Chd7/Tmem67/Hdac9/Atf2/Cxadr/Adam15/Bmpr1a/Tsc2/Asxl2/Frs2/Nf1/Mdm4/Dag1/Psen1/Ncoa6/Ep300/Acvr1b/Tomm70a/Nedd4/Ift140/Yy1/Gsk3b/Mtor/Ift88/Apc/Nckap1/Crkl/Slc9a1/Cntrl/Wdr11/Kdm2a/Gaa/Calr/Hif1a/Nrg1/Jun/Smad2/Akap1/Bbs7/Med12/Zmpste24/Mnat1/Drc1/Bcor/Mapk1/Hnrnpu/Smad1/Map2k4/Pofut1"
"GO:0050772","GO:0050772","positive regulation of axonogenesis",61,0.664372391103796,1.86868210389909,1.16794400860625e-06,6.10731227791445e-05,4.52237879948003e-05,2138,"tags=62%, list=25%, signal=47%","Sema7a/Cdh4/Arhgap32/Plxnb2/Dcx/Robo2/Nin/Cyfip1/Braf/Map1b/Ctnnd2/Bmpr2/Myo5b/Golga4/Dscam/Macf1/Robo1/Megf8/Plxnb1/Anapc2/Bcl11a/Efna5/Nrp1/Pak1/Map6/Adnp/Golga2/Rufy3/Skil/Zfyve27/Ep300/L1cam/Gsk3b/Shtn1/Gdi1/Ndel1/Pafah1b1/Snap91"
"GO:0048562","GO:0048562","embryonic organ morphogenesis",93,0.599741292055855,1.75962705316598,1.30487759305611e-06,6.73806167114348e-05,4.98943984923822e-05,2269,"tags=55%, list=27%, signal=41%","Ift172/Tead1/Nipbl/Sobp/Pkd2/Mical2/Cep290/Mmp16/Lrp6/Fzd3/Atp8a2/Sp1/Abr/Tgfbr1/Smarca4/Rbpj/Hipk1/Arid1a/Myo6/Kdm6a/Megf8/Pds5a/Hipk2/Cdh23/Ccdc40/Wdr19/C2cd3/Kcnq1/Enpp1/Sod1/Mib1/Setd2/Tshz1/Ift122/Chd7/Sp3/Asxl2/Gas1/Slc39a3/Dscaml1/Frs2/Phactr4/Psen1/Ift140/Zeb1/Nckap1/Kdm2a/Hif1a/Kdm2b/Smad2/Med12"
"GO:0050770","GO:0050770","regulation of axonogenesis",96,0.596826049232705,1.75259548651624,1.33853869598811e-06,6.82654734953935e-05,5.05496224891676e-05,2015,"tags=53%, list=24%, signal=41%","Sema7a/Cdh4/Arhgap32/Ptprs/Plxnb2/Dcx/Robo2/Nin/Dip2b/Cyfip1/Braf/D130043K22Rik/Map1b/Ctnnd2/Cdh2/Bmpr2/Myo5b/Golga4/Dscam/Macf1/Ttc3/Robo1/Cacna1a/Megf8/Sipa1l1/Plxnb1/Anapc2/Bcl11a/Efna5/Nrp1/Arhgap35/Pak1/Map6/Adnp/Brsk1/Plxna3/Golga2/Rufy3/Hdac6/Skil/Tsc2/Kif13b/Zfyve27/Psen1/Ep300/L1cam/Gsk3b/Shtn1/Trak2/Gdi1/Ndel1"
"GO:0008015","GO:0008015","blood circulation",166,0.535983439345212,1.62113768749695,1.84749540268463e-06,9.30732135181734e-05,6.8919404880636e-05,2176,"tags=42%, list=26%, signal=32%","Akap12/Ptprj/Tjp2/Gas6/Atp1a1/Cacna1b/Scn5a/Dnm1l/Arhgef12/Pik3ca/Ahr/Zdhhc21/Cacna1h/Sptbn4/Abcc1/Cacna2d1/Rps6ka2/Bmpr2/Lnpep/Wnk1/Akap6/Scn3b/Ece1/Jup/Abr/Itgb1/Agtrap/Rap1gds1/P2rx4/Camk2d/Plekha7/Drd2/Akap9/Kat2b/Cacnb2/Bin1/Ank2/Arhgap35/App/Kcnma1/Wdr35/Ankrd11/Kcnq1/Sod1/Sh3gl2/Cacna1d/Mecp2/Gnao1/Rock2/Chd7/Cxadr/Kcnj2/Rock1/Ehd3/Atp1b1/Mdm4/Tmem38a/Prep/Tjp1/Mtor/Nedd4l/Atp2a2/Kcnn2/Nisch/Slc9a1/Psen2/Gaa/Ptpn1/Calm2/Hif1a"
"GO:0048638","GO:0048638","regulation of developmental growth",187,0.528894395560373,1.60248743120236,1.91463827756302e-06,9.52936231881064e-05,7.05635869955376e-05,2030,"tags=45%, list=24%, signal=35%","Sema7a/Cdh4/Arhgap32/Ptprs/Dcx/Sgpl1/Igf1r/Dip2b/Alms1/Pik3ca/Nipbl/Cyfip1/Pum2/Ahr/Sptbn4/D130043K22Rik/Mycbp2/Map1b/Ctnnd2/Ncam1/Plxna4/Foxp1/Atrn/Mbd5/Bmpr2/Myo5b/Golga4/Prkdc/Dscam/Akap6/Clasp2/Rims2/Atp8a2/Macf1/Ttc3/Tgfbr1/Ptch1/Spag9/Rbpj/Celf1/Drd2/Mtm1/Sgip1/Megf8/Anapc2/Bcl11a/Efna5/Nrp1/Bcl2l11/Insr/App/Pak1/Tnks2/Lats1/Sod1/Mecp2/Ncor1/Adnp/Chd7/Plxna3/Rufy3/Hdac6/Cxadr/Gpat4/Itsn2/Sin3a/Syt1/Bmpr1a/Atg16l1/Rnf157/Rims1/Afg3l2/Zfyve27/Ep300/L1cam/Tomm70a/Yy1/Gsk3b/Mtor/Nedd4l/Rps6kb1/Shtn1/Gdi1/Ndel1/Apc"
"GO:0140352","GO:0140352","export from cell",455,0.455844305553391,1.41489983239126,1.94329377514331e-06,9.55684117275836e-05,7.07670640421863e-05,2192,"tags=36%, list=26%, signal=29%","Ap2b1/Rhbdf2/Negr1/Unc13c/Itpr1/Ppt1/Ppp3ca/Ap1b1/Atp1a1/Abca3/Wwp2/Cacna1b/Slc38a2/Slc12a2/Uggt1/Nrxn2/Dnm1l/Stxbp5/Syt11/Vamp1/Grik5/Atp9a/Braf/Cacna1h/Osbpl2/Slc4a4/Scamp1/Cdk5r2/Sel1l/C2cd2l/Ncam1/Abcc1/Tmem63b/Tvp23a/Kpna4/Abcc4/Syt7/Myo5b/Nadk/Cbl/Oga/Rfx3/Git2/Mia3/Kcna2/Clasp2/Rims2/Rims3/Abr/Kcnc4/Rap1gds1/Mical3/Pkd1/Sv2a/Tspoap1/Creb3l1/Synj1/Drd2/Serpine2/Myh9/Myh10/Abcc5/Pik3c2a/Arhgef7/Arhgap17/Kalrn/Myo6/Myo18a/Adam9/Ap1g1/Cacna1a/Stx2/Ykt6/Nrxn1/Pclo/Gnptab/Unc13b/Erc1/Jak2/Psap/Efna5/Tbc1d1/Exoc6/Selenot/Trarg1/Tardbp/Clock/Trpc1/Cadps/Pak1/Scrn1/Pink1/Gabbr1/Kcnq1/Pck2/Sdf4/Cbarp/Cacna1d/Ppfia2/Mecp2/Gnao1/Epb41l1/Map4k4/Nek7/Kcnb1/Ralbp1/Lyst/Srcin1/Chd7/Brsk1/Exoc6b/Exoc2/Itsn1/Rab8b/Slc4a8/Hfe/Raf1/Slc24a4/Sytl2/Stam/Syt1/Irs2/Vps13a/Exoc4/Napb/Arl8b/Oscp1/Stxbp1/Atp1b1/Nf1/Rims1/Psen1/Ncoa6/Ep300/Camk2a/Cry2/Ctbp2/Clasp1/Nedd4/Myo5a/Hap1/Vps4b/Rab11fip2/Nedd4l/Ahi1/Atp2a2/Surf4/Atp13a2/Sacm1l/Nisch/Furin/Mfn2/Cdk16/Exoc5/Syngr1/Slc9a1/Stxbp5l/Pi4k2a/Sv2c/Pafah1b1/Snap91/Ndufaf2/Calm2/Hif1a/Nrg1/Kdm5b"
"GO:0048729","GO:0048729","tissue morphogenesis",248,0.500125967690657,1.53477413400538,2.08086862312601e-06,0.000101130215083924,7.48855011616616e-05,2269,"tags=45%, list=27%, signal=34%","Ift172/Plxnb2/Robo2/Igf1r/Tead1/Nf2/Alms1/Slc12a2/Myo9a/Ahr/Pkd2/Cplane1/Mical2/Foxp1/Cep290/Bmpr2/Plxna1/Prkx/Lrp6/Esrp1/Astn2/Fzd3/Shroom3/Clasp2/Macf1/Heg1/Rpgrip1l/Itgb1/Twsg1/Robo1/Tgfbr1/Pkd1/Smarca4/Ptch1/Rbpj/Ube4b/Brpf1/Vps52/Tsc1/Nfatc1/Arid1a/Fat1/Kdm6a/Nfatc3/Megf8/Jag2/Cc2d2a/Ski/Gatad2a/Rab23/Ccdc40/Kdm6b/Casp3/Dicer1/C2cd3/Nrp1/Chuk/Sos1/Arhgap35/Pak1/Ctnnd1/Clic4/Tmtc3/Enpp1/Hectd1/Brd2/Pard3/Mib1/Abl2/Setd2/Rock2/Ift122/Chd7/Brsk1/Tmem67/Btrc/Bmpr1a/Tsc2/Btbd7/Exoc4/Enah/Frs2/Mdm4/Pofut2/Phactr4/Dag1/Dlg3/Psen1/Pdgfa/Clasp1/Fem1b/Mtor/Ahi1/Rhob/Mthfr/Exoc5/Nup50/Nckap1/Kdm2a/Pafah1b1/Klhl3/Map3k7/Hif1a/Nrg1/Specc1l/Kdm5b/B4galt1/Kdm2b/Smad2/Sema4c/Med12"
"GO:0001944","GO:0001944","vasculature development",265,0.491653901355538,1.51181498664171,3.14707866533126e-06,0.000151169557749808,0.000111938930250338,1783,"tags=36%, list=21%, signal=29%","Ap2b1/Ptprj/Bcas3/Sgpl1/Sema6a/Unc5b/Robo2/Rapgef1/Pcnt/Slc12a2/Pik3ca/Ahr/Thsd7a/Ankrd17/Dync2h1/Pkd2/Kat6a/Ptn/Naa15/Cplane1/Arid2/Cdh2/Bmpr2/Prkx/Foxj2/Mia3/Wnk1/Jup/Errfi1/Sp1/Heg1/Itgb1/Robo1/Smarca2/Tgfbr1/Pkd1/Smarca4/Gtf2i/Rbpj/Creb3l1/Brpf1/Nfatc1/Myh9/Myh10/Arid1a/Pik3c2a/Nfatc3/Megf8/Vezf1/Vav2/Ago2/Rnf213/Epn1/Hipk2/Otulin/Gatad2a/Dicer1/Nrp1/Sos1/Pbrm1/Ctnnd1/Clic4/Ago1/Enpp1/Hectd1/Zmiz1/Mib1/Eif2ak3/Pnpla6/Mecp2/Setd2/Hmgb1/Rock2/Chd7/Hdac9/Atf2/Nfe2l2/Dnmt1/Adam15/Bmpr1a/Ncl/Lipa/Tmem231/Add1/Rock1/Nf1/Egr1/Rasa1/Dag1/Psen1/Tjp1/Ncoa6/Krit1/Pdgfa/Tcf4"
"GO:1902533","GO:1902533","positive regulation of intracellular signal transduction",485,0.449207781154039,1.39543583076998,3.21586659270006e-06,0.000152698217177517,0.000113070881045207,1925,"tags=33%, list=23%, signal=27%","Nmt1/Akap12/Sema7a/Slco3a1/Negr1/Depdc5/Ptprj/Glce/Gas6/Akap13/Ppp3ca/Unc5b/Mcf2l/Rapgef1/Rnf152/Ago3/Igf1r/Trim56/Taok1/Dhx15/Pik3ca/Pum2/Tab2/Braf/Auts2/Ankrd17/Trim3/D130043K22Rik/Huwe1/Ncam1/Mark4/Ncoa2/Actn4/Kpna4/Ddx3x/Ank3/Foxp1/Atf6/Cdh2/Bmpr2/Abca7/Cbl/Atp2c1/Clec16a/Gcnt2/Akap6/Ece1/Peli2/Atr/Map3k12/Itgb1/Twsg1/Robo1/Ccdc88a/Tgfbr1/Phlpp1/Smarca4/P2rx4/Rb1cc1/Spag9/Camk2d/Zdhhc5/Tsc1/Rictor/Drd2/Serinc3/Xiap/Myh9/Map3k4/Crebbp/Iqgap1/Itpkb/Adam9/Nr2c2/Nrxn1/Vav2/Nfat5/Hipk2/Plxnb1/Usp9x/Timp2/Jak2/Psap/Zc3hav1/Sppl3/Shoc2/Arrdc3/Rc3h1/Nrp1/Bcl2l11/Chuk/Fnip1/Sos1/Vcp/Insr/App/Pak1/Tnik/Pink1/Fgd4/Ago1/Prpf4b/Lats1/Sod1/Nck1/Eif2ak3/Hexim1/Mapkbp1/Rc3h2/Camta1/Kpnb1/Taok2/Abl2/Hmgb1/Map4k4/Nek7/Rock2/Mapk8ip3/Dhx36/Trim44/Brd4/Osbpl8/Hdac6/Ddx21/Mapk8ip2/Zbtb7b/Itsn1/Hfe/Prnp/Raf1/Skil/Bmpr1a/Tsc2/Irs2/Asxl2/Exoc4/Prkaa2/Frs2/Rock1/Stk19/Ikbkb/Nagk/Flot2/Gpr137b/Usp4/Nacc2/Arfgef1/Ep300/Pdgfa/Ctbp2/Cyld/L1cam/Ikbkg/Bclaf1/Nedd4/Gsk3b/Dstyk/Mtor/Arhgef3/Irak1/Rps6kb1"
"GO:0048736","GO:0048736","appendage development",83,0.60333106514365,1.74200864668913,6.02501607474789e-06,0.000279655521402062,0.000207080978275782,1911,"tags=51%, list=23%, signal=40%","Ift172/Tbc1d32/Aff3/Pcnt/Nipbl/Znrf3/Dync2h1/Cplane1/Bmpr2/Lrp6/Iqce/Ece1/Errfi1/Rpgrip1l/Smarca4/Ptch1/Megf8/Kat2b/Atrx/Ski/Rab23/Ttbk2/Dicer1/Wdr19/C2cd3/Bcl2l11/Enpp1/Mbnl1/Rc3h2/Ift122/Chd7/Ift80/Bmpr1a/Tmem231/Gas1/Slc39a3/Lnpk/Galnt3/Psen1/Lmbr1/Ift140/Ift88"
"GO:0060173","GO:0060173","limb development",83,0.60333106514365,1.74200864668913,6.02501607474789e-06,0.000279655521402062,0.000207080978275782,1911,"tags=51%, list=23%, signal=40%","Ift172/Tbc1d32/Aff3/Pcnt/Nipbl/Znrf3/Dync2h1/Cplane1/Bmpr2/Lrp6/Iqce/Ece1/Errfi1/Rpgrip1l/Smarca4/Ptch1/Megf8/Kat2b/Atrx/Ski/Rab23/Ttbk2/Dicer1/Wdr19/C2cd3/Bcl2l11/Enpp1/Mbnl1/Rc3h2/Ift122/Chd7/Ift80/Bmpr1a/Tmem231/Gas1/Slc39a3/Lnpk/Galnt3/Psen1/Lmbr1/Ift140/Ift88"
"GO:0030036","GO:0030036","actin cytoskeleton organization",314,0.47311888620195,1.45831440997395,6.67754775869053e-06,0.000306499442123895,0.000226958523821692,2136,"tags=39%, list=25%, signal=31%","Akap13/Bcas3/Diaph2/Strip1/Nf2/Alms1/Taok1/Pik3ca/Cyfip1/Thsd7a/Braf/Auts2/Sptbn4/Actn4/Mical2/Hip1/Fmnl2/Sptbn1/Myo5b/Epb41l2/Atp2c1/Sptan1/Limk2/Prkci/Shroom3/Epb41/Clasp2/Arap2/Abr/Itgb1/Sorbs1/Ccdc88a/Tgfbr1/Rap1gds1/Mical3/Hydin/Epb41l3/Baiap2l1/Tsc1/Rictor/Myh9/Myh10/Iqgap1/Fat1/Arhgef7/Arhgap17/Myo6/Myo18a/Pclo/Tmod3/Inpp5k/Sipa1l1/Ctnna2/Mkln1/Bin1/Pi4ka/Daam1/Fmn2/Efna5/Add2/Nrp1/Diaph1/Arhgap35/Pak1/Tnik/Dstn/Cdc42bpb/Arhgef2/Lats1/Sh3gl2/Nck1/Epb41l1/Elmo2/Taok2/Abl2/Akap11/Rock2/Limch1/Srcin1/Abi2/Rufy3/Hdac6/Ssh1/Cxadr/Jmy/Cyfip2/Smim22/Actn1/Ssh2/Add1/Enah/Rock1/Nf1/Rasa1/Fchsd2/Phactr4/Arfgef1/Tjp1/Ep300/Washc2/Pdgfa/Washc4/Clasp1/Rflnb/Lpin1/Myo5a/Trpm7/Actr2/Mtor/Ift88/Tln1/Shtn1/Cdc42bpa/Rhob/Nisch/Mfn2/Nckap1/Ppp1r9b/Arhgef19/Dnajb6/Ptpn1/Hsp90b1/Pafah1b1/Calr"
"GO:0001568","GO:0001568","blood vessel development",245,0.497617898468592,1.52608512632188,6.87825982753889e-06,0.000312242762061134,0.000231211371415015,1783,"tags=36%, list=21%, signal=30%","Ap2b1/Ptprj/Bcas3/Sgpl1/Sema6a/Unc5b/Robo2/Rapgef1/Slc12a2/Pik3ca/Ahr/Thsd7a/Ankrd17/Dync2h1/Pkd2/Kat6a/Ptn/Naa15/Cplane1/Arid2/Cdh2/Bmpr2/Prkx/Foxj2/Mia3/Wnk1/Jup/Sp1/Heg1/Itgb1/Robo1/Tgfbr1/Pkd1/Smarca4/Gtf2i/Rbpj/Creb3l1/Brpf1/Myh9/Myh10/Arid1a/Pik3c2a/Nfatc3/Megf8/Vezf1/Vav2/Ago2/Rnf213/Epn1/Hipk2/Otulin/Gatad2a/Dicer1/Nrp1/Sos1/Pbrm1/Ctnnd1/Clic4/Ago1/Enpp1/Hectd1/Zmiz1/Mib1/Eif2ak3/Pnpla6/Mecp2/Setd2/Hmgb1/Rock2/Chd7/Hdac9/Atf2/Nfe2l2/Adam15/Bmpr1a/Ncl/Lipa/Add1/Rock1/Nf1/Egr1/Rasa1/Dag1/Psen1/Tjp1/Ncoa6/Krit1/Pdgfa/Tcf4"
"GO:0030048","GO:0030048","actin filament-based movement",49,0.656930199866344,1.80470012555348,7.18788779191661e-06,0.000322751787700082,0.000238993157017273,2052,"tags=65%, list=24%, signal=50%","Atp1a1/Scn5a/Pik3ca/Cacna1h/Actn4/Cacna2d1/Syne2/Akap6/Scn3b/Jup/Camk2d/Myh9/Myh10/Myo6/Akap9/Cacnb2/Bin1/Fnbp1l/Ank2/Kcnq1/Pard3/Cacna1d/Limch1/Kcnj2/Rock1/Myo5a/Nedd4l/Atp2a2/Ikzf2/Shtn1/Kcnn2/Slc9a1"
"GO:0003013","GO:0003013","circulatory system process",174,0.527920358382544,1.59778062808212,7.61792311589707e-06,0.000338383230019041,0.00025056802008825,2176,"tags=41%, list=26%, signal=31%","Akap12/Ptprj/Tjp2/Gas6/Atp1a1/Cacna1b/Scn5a/Dnm1l/Arhgef12/Pik3ca/Ahr/Zdhhc21/Cacna1h/Sptbn4/Abcc1/Cacna2d1/Rps6ka2/Bmpr2/Lnpep/Wnk1/Akap6/Scn3b/Ece1/Jup/Abr/Heg1/Itgb1/Agtrap/Rap1gds1/P2rx4/Camk2d/Plekha7/Drd2/Akap9/Kat2b/Cacnb2/Bin1/Ank2/Arhgap35/App/Kcnma1/Wdr35/Ankrd11/Kcnq1/Sod1/Sh3gl2/Cacna1d/Mecp2/Gnao1/Rock2/Chd7/Cxadr/Kcnj2/Rock1/Ehd3/Atp1b1/Mdm4/Tmem38a/Prep/Tjp1/Mtor/Nedd4l/Atp2a2/Kcnn2/Nisch/Slc9a1/Psen2/Gaa/Ptpn1/Calm2/Hif1a"
"GO:0030335","GO:0030335","positive regulation of cell migration",207,0.50732779837584,1.54372959411393,7.9890715706624e-06,0.000351094198493685,0.000259980313374523,2267,"tags=44%, list=27%, signal=33%","Ptprz1/Akap12/Sema7a/Ptprj/Gas6/Arhgap32/Ppp3ca/Bcas3/Sema6a/Il6st/Igf1r/Dnm1l/Nipbl/Med23/Ptn/Abcc1/Actn4/Syne2/Foxp1/Bmpr2/Sema4g/Mia3/Gcnt2/Wnk1/Clasp2/Sp1/Itgb1/Tgfbr1/P2rx4/Spag9/Camk2d/Rictor/Iqgap1/Pik3c2a/Fat1/Adam9/Ago2/Numb/Jak2/Dock7/Tbc1d24/Dicer1/Nrp1/Diaph1/Insr/App/Pak1/Cpeb1/Pink1/Arhgef2/Abl2/Hmgb1/Map4k4/Rock2/Mapk8ip3/Rufy3/Hdac6/Ssh1/Hdac9/Nfe2l2/Tsc2/Irs2/Smim22/Ssh2/Dock8/Egr1/Tjp1/Arhgap5/Pdgfa/Cd99l2/Acvr1b/Ccar1/Clasp1/Myo5a/Capn7/Gsk3b/Mpzl1/Mtor/Rps6kb1/Shtn1/Rhob/Furin/Apc/Crkl/Lgmn/Calr/Map3k7/Hif1a/Jun/Pak3/Sema4c/Actr3"
"GO:0045773","GO:0045773","positive regulation of axon extension",35,0.706457812146472,1.85897336383956,8.94525798907501e-06,0.000388977481609146,0.000288032351426615,2135,"tags=71%, list=25%, signal=54%","Sema7a/Cdh4/Arhgap32/Cyfip1/Map1b/Ctnnd2/Bmpr2/Myo5b/Golga4/Dscam/Macf1/Megf8/Anapc2/Nrp1/Pak1/Adnp/Rufy3/Zfyve27/Ep300/L1cam/Gsk3b/Shtn1/Gdi1/Ndel1/Pafah1b1"
"GO:0016358","GO:0016358","dendrite development",194,0.515297348942495,1.56379779070862,9.9341925990159e-06,0.000427480725276403,0.000316543461543204,2468,"tags=49%, list=29%, signal=36%","Ptprz1/Ppp3ca/Ptprs/Flrt1/Dcx/Map1a/Dnm1l/Cyfip1/D130043K22Rik/Map1b/Ptn/Ctnnd2/Mef2a/Kidins220/Sdk1/Myo5b/Tanc2/Clip1/Dscam/Itgb1/Robo1/Ulk4/Crebbp/Kif1a/Cux1/Iqgap1/Kalrn/Myo6/Cacna1a/Sipa1l1/Ctnna2/Celsr2/Numb/Anapc2/Bcl11a/Abi1/Tbc1d24/Bbs1/Nrp1/Tmem106b/App/Pbrm1/Pak1/Tnik/Hecw1/Rere/Map6/Grip1/Ppfia2/Mecp2/Taok2/Abl2/Uba6/Rock2/Srcin1/Dhx36/Abi2/Hdac6/Mapk8ip2/Strn/Arid1b/Itsn1/Mapk6/Tsc2/Btbd3/Atg16l1/Psen1/Camk2a/Nedd4/Lrp8/Gsk3b/Actr2/Mtor/Nedd4l/Hecw2/Trak2/Mfn2/Cpeb3/Srgap2/Ppp1r9b/Crkl/Llph/Pafah1b1/Matn2/Pak3/Actr3/Ube3a/Dlg4/Caprin1/Mink1/Adam10/Mapk8/Camsap2/Slc11a2/Opa1"
"GO:0006813","GO:0006813","potassium ion transport",85,0.586157779871262,1.69816075880949,1.00477900186319e-05,0.000427911552236787,0.000316862482844756,2211,"tags=56%, list=26%, signal=42%","Slc12a7/Plcb4/Cngb1/Atp1a1/Akap7/Wwp2/Slc12a2/Pkd2/Cnga2/Ank3/Letm1/Kcna2/Wnk1/Akap6/Slc24a2/Kcnc4/Cnga4/Kcnh4/Tsc1/Drd2/Kcnk10/Kcnab2/Bin1/Slc9a9/Kcnh3/Ank2/Wnk2/Kcnma1/Kcnq1/Cacna1d/Kcnb1/Prnp/Slc24a4/Kcna6/Hcn2/Kcnj2/Atp1b1/Tmem38a/Slc12a6/Nedd4/Vps4b/Nedd4l/Kcnn2/Slc9a1/Slc17a6/Slc9a8/Ghitm/Ywhae"
"GO:0006816","GO:0006816","calcium ion transport",149,0.537985750237172,1.61658696143802,1.04449155412348e-05,0.000440285164294296,0.000326024968451433,1446,"tags=36%, list=17%, signal=30%","Itpr1/Gas6/Ppp3ca/Plcb4/Cngb1/Cacna1b/Atp2c2/Dnm1l/Ahr/Grina/Cacna1h/Ubr3/Pkd2/Cnga2/Cacna2d1/Letm1/Atp2c1/Faim2/Oga/Spg7/Akap6/Epb41/Slc24a2/Cnga4/Pkd1/P2rx4/Stim2/Camk2d/Drd2/Nfatc1/Slc25a23/Nfatc3/Cacna1a/Jph3/Cacnb2/Inpp5k/Tmbim6/Bin1/Tmco1/Cdh23/Diaph1/Ank2/Slc25a25/App/Trpc1/Cbarp/Ibtk/Fbxo11/Cacna1d/Gnao1/Chd7/Prnp/Slc24a4"
"GO:0003002","GO:0003002","regionalization",151,0.528728253707704,1.58840226043123,1.05851136588994e-05,0.000441687924494075,0.000327063692639677,2471,"tags=49%, list=29%, signal=35%","Nme7/Dnah11/Ift172/Ap1b1/Tbc1d32/Robo2/Ppp2r3a/Dync2h1/Pkd2/Kmt2a/Mical2/Cep290/Bmpr2/Lrp6/Rfx3/Cnot3/Prkdc/Rpgrip1l/Robo1/Tgfbr1/Ptch1/Rbpj/Hipk1/Map3k4/Kdm6a/Megf8/Pds5a/Bptf/Cc2d2a/Ski/Hipk2/Celsr2/Rab23/Ccdc40/Abi1/Wdr19/C2cd3/Nrp1/Aida/Mib1/Senp2/Tshz1/Ift122/Tmem67/Ssbp3/Bmpr1a/Ofd1/Gas1/Frs2/Psen1/Ep300/Ift140/Yy1/Btg2/Ift88/Apc/Nckap1/Crkl/Mllt3/Kdm2a/Psen2/Mns1/Hif1a/Tra2b/Tdrd7/Kdm2b/Smad2/Med12/Ldb1/Drc1/Pofut1/Htt/Mapk8/Arl13b"
"GO:0045927","GO:0045927","positive regulation of growth",145,0.536952156746743,1.61132932602584,1.24327573670932e-05,0.00051359720683462,0.000380311504302872,2052,"tags=42%, list=24%, signal=32%","Sema7a/Cdh4/Arhgap32/Dcx/Igf1r/Tead1/Nipbl/Cyfip1/Pum2/Ahr/Sptbn4/Map1b/Ctnnd2/Ncam1/Ddx3x/Bmpr2/Myo5b/Golga4/Prkdc/Dscam/Akap6/Rims2/Atp8a2/Macf1/Tgfbr1/Rbpj/Celf1/Rictor/Drd2/Mtm1/Sgip1/Megf8/Anapc2/Bcl11a/Efna5/Eif4g1/Nrp1/Insr/Pak1/Mecp2/Adnp/Chd7/Rufy3/Itsn2/Syt1/Bmpr1a/Rnf157/Rims1/Zfyve27/Ep300/L1cam/Ncbp1/Gsk3b/Mtor/Nedd4l/Ahi1/Rps6kb1/Shtn1/Gdi1/Ndel1/Slc9a1"
"GO:0040017","GO:0040017","positive regulation of locomotion",221,0.499138631054969,1.52173237866453,1.32686992351561e-05,0.000542702936043861,0.000401863887205458,2267,"tags=43%, list=27%, signal=32%","Ptprz1/Akap12/Sema7a/Ptprj/Gas6/Arhgap32/Ppp3ca/Bcas3/Sema6a/Il6st/Igf1r/Dnm1l/Nipbl/Med23/Ptn/Abcc1/Actn4/Syne2/Foxp1/Bmpr2/Sema4g/Mia3/Dscam/Gcnt2/Wnk1/Clasp2/Sp1/Itgb1/Tgfbr1/P2rx4/Spag9/Camk2d/Rictor/Iqgap1/Pik3c2a/Fat1/Adam9/Megf8/Ago2/Numb/Jak2/Dock7/Tbc1d24/Dicer1/Nrp1/Diaph1/Insr/App/Pak1/Cpeb1/Pink1/Arhgef2/Abl2/Hmgb1/Map4k4/Rock2/Mapk8ip3/Rufy3/Hdac6/Ssh1/Hdac9/Nfe2l2/Tsc2/Irs2/Smim22/Ssh2/Dock8/Egr1/Tjp1/Arhgap5/Pdgfa/Cd99l2/Acvr1b/Ccar1/Clasp1/Myo5a/Capn7/Gsk3b/Mpzl1/Mtor/Rps6kb1/Shtn1/Rhob/Furin/Apc/Crkl/Lgmn/Calr/Map3k7/Cfap69/Hif1a/Jun/Pak3/Sema4c/Actr3"
